"Year","SuperSector","SectorName","Industry","IndustryName","NAICSCode","Value"
1991,"41","Wholesale trade","41424820","Wine and spirits","42482",40.9
1992,"41","Wholesale trade","41424820","Wine and spirits","42482",40.9
1993,"41","Wholesale trade","41424820","Wine and spirits","42482",40.6
1994,"41","Wholesale trade","41424820","Wine and spirits","42482",41
1995,"41","Wholesale trade","41424820","Wine and spirits","42482",41.9
1996,"41","Wholesale trade","41424820","Wine and spirits","42482",42.4
1997,"41","Wholesale trade","41424820","Wine and spirits","42482",43.7
1998,"41","Wholesale trade","41424820","Wine and spirits","42482",44.1
1999,"41","Wholesale trade","41424820","Wine and spirits","42482",45.9
2000,"41","Wholesale trade","41424820","Wine and spirits","42482",48.1
2001,"41","Wholesale trade","41424820","Wine and spirits","42482",49.4
2002,"41","Wholesale trade","41424820","Wine and spirits","42482",50.7
2003,"41","Wholesale trade","41424820","Wine and spirits","42482",53.4
2004,"41","Wholesale trade","41424820","Wine and spirits","42482",55.9
2005,"41","Wholesale trade","41424820","Wine and spirits","42482",59.4
2006,"41","Wholesale trade","41424820","Wine and spirits","42482",61.3
2007,"41","Wholesale trade","41424820","Wine and spirits","42482",65.4
2008,"41","Wholesale trade","41424820","Wine and spirits","42482",67.2
2009,"41","Wholesale trade","41424820","Wine and spirits","42482",67.8
2010,"41","Wholesale trade","41424820","Wine and spirits","42482",68.3
2011,"41","Wholesale trade","41424820","Wine and spirits","42482",71.4
2012,"41","Wholesale trade","41424820","Wine and spirits","42482",73.6
2013,"41","Wholesale trade","41424820","Wine and spirits","42482",78.2
2014,"41","Wholesale trade","41424820","Wine and spirits","42482",79
2015,"41","Wholesale trade","41424820","Wine and spirits","42482",80.6
2016,"41","Wholesale trade","41424820","Wine and spirits","42482",83.4
1990,"41","Wholesale trade","41424900","Misc. nondurable goods","4249",338.6
1991,"41","Wholesale trade","41424900","Misc. nondurable goods","4249",342.5
1992,"41","Wholesale trade","41424900","Misc. nondurable goods","4249",346
1993,"41","Wholesale trade","41424900","Misc. nondurable goods","4249",344.5
1994,"41","Wholesale trade","41424900","Misc. nondurable goods","4249",356.5
1995,"41","Wholesale trade","41424900","Misc. nondurable goods","4249",370.8
1996,"41","Wholesale trade","41424900","Misc. nondurable goods","4249",375.7
1997,"41","Wholesale trade","41424900","Misc. nondurable goods","4249",378
1998,"41","Wholesale trade","41424900","Misc. nondurable goods","4249",380.8
1999,"41","Wholesale trade","41424900","Misc. nondurable goods","4249",380.5
2000,"41","Wholesale trade","41424900","Misc. nondurable goods","4249",376.8
2001,"41","Wholesale trade","41424900","Misc. nondurable goods","4249",365.4
2002,"41","Wholesale trade","41424900","Misc. nondurable goods","4249",364.6
2003,"41","Wholesale trade","41424900","Misc. nondurable goods","4249",360.4
2004,"41","Wholesale trade","41424900","Misc. nondurable goods","4249",356.3
2005,"41","Wholesale trade","41424900","Misc. nondurable goods","4249",359.1
2006,"41","Wholesale trade","41424900","Misc. nondurable goods","4249",362.2
2007,"41","Wholesale trade","41424900","Misc. nondurable goods","4249",364.8
2008,"41","Wholesale trade","41424900","Misc. nondurable goods","4249",356
2009,"41","Wholesale trade","41424900","Misc. nondurable goods","4249",334
2010,"41","Wholesale trade","41424900","Misc. nondurable goods","4249",322.1
2011,"41","Wholesale trade","41424900","Misc. nondurable goods","4249",322.3
2012,"41","Wholesale trade","41424900","Misc. nondurable goods","4249",326.4
2013,"41","Wholesale trade","41424900","Misc. nondurable goods","4249",328.1
2014,"41","Wholesale trade","41424900","Misc. nondurable goods","4249",327.8
2015,"41","Wholesale trade","41424900","Misc. nondurable goods","4249",326.5
2016,"41","Wholesale trade","41424900","Misc. nondurable goods","4249",321.8
1990,"41","Wholesale trade","41424910","Farm supplies","42491",110.4
1991,"41","Wholesale trade","41424910","Farm supplies","42491",109.9
1992,"41","Wholesale trade","41424910","Farm supplies","42491",110.5
1993,"41","Wholesale trade","41424910","Farm supplies","42491",110.8
1994,"41","Wholesale trade","41424910","Farm supplies","42491",112.2
1995,"41","Wholesale trade","41424910","Farm supplies","42491",114.3
1996,"41","Wholesale trade","41424910","Farm supplies","42491",115.7
1997,"41","Wholesale trade","41424910","Farm supplies","42491",116.7
1998,"41","Wholesale trade","41424910","Farm supplies","42491",116.7
1999,"41","Wholesale trade","41424910","Farm supplies","42491",116.8
2000,"41","Wholesale trade","41424910","Farm supplies","42491",113
2001,"41","Wholesale trade","41424910","Farm supplies","42491",109.5
2002,"41","Wholesale trade","41424910","Farm supplies","42491",108.2
2003,"41","Wholesale trade","41424910","Farm supplies","42491",108.1
2004,"41","Wholesale trade","41424910","Farm supplies","42491",107
2005,"41","Wholesale trade","41424910","Farm supplies","42491",108.4
2006,"41","Wholesale trade","41424910","Farm supplies","42491",109.3
2007,"41","Wholesale trade","41424910","Farm supplies","42491",110.2
2008,"41","Wholesale trade","41424910","Farm supplies","42491",110.2
2009,"41","Wholesale trade","41424910","Farm supplies","42491",109.2
2010,"41","Wholesale trade","41424910","Farm supplies","42491",108
2011,"41","Wholesale trade","41424910","Farm supplies","42491",109.9
2012,"41","Wholesale trade","41424910","Farm supplies","42491",110.5
2013,"41","Wholesale trade","41424910","Farm supplies","42491",112.3
2014,"41","Wholesale trade","41424910","Farm supplies","42491",114.9
2015,"41","Wholesale trade","41424910","Farm supplies","42491",115.9
2016,"41","Wholesale trade","41424910","Farm supplies","42491",115.7
1990,"41","Wholesale trade","41424920","Books and periodicals","42492",51.7
1991,"41","Wholesale trade","41424920","Books and periodicals","42492",52.4
1992,"41","Wholesale trade","41424920","Books and periodicals","42492",53.3
1993,"41","Wholesale trade","41424920","Books and periodicals","42492",55.2
1994,"41","Wholesale trade","41424920","Books and periodicals","42492",58.9
1995,"41","Wholesale trade","41424920","Books and periodicals","42492",63.3
1996,"41","Wholesale trade","41424920","Books and periodicals","42492",64.4
1997,"41","Wholesale trade","41424920","Books and periodicals","42492",63.5
1998,"41","Wholesale trade","41424920","Books and periodicals","42492",64.2
1999,"41","Wholesale trade","41424920","Books and periodicals","42492",62
2000,"41","Wholesale trade","41424920","Books and periodicals","42492",58.9
2001,"41","Wholesale trade","41424920","Books and periodicals","42492",58.3
2002,"41","Wholesale trade","41424920","Books and periodicals","42492",58.5
2003,"41","Wholesale trade","41424920","Books and periodicals","42492",58.9
2004,"41","Wholesale trade","41424920","Books and periodicals","42492",54.9
2005,"41","Wholesale trade","41424920","Books and periodicals","42492",56.4
2006,"41","Wholesale trade","41424920","Books and periodicals","42492",55.9
2007,"41","Wholesale trade","41424920","Books and periodicals","42492",56.5
2008,"41","Wholesale trade","41424920","Books and periodicals","42492",58.2
2009,"41","Wholesale trade","41424920","Books and periodicals","42492",53.4
2010,"41","Wholesale trade","41424920","Books and periodicals","42492",48.9
2011,"41","Wholesale trade","41424920","Books and periodicals","42492",47.5
2012,"41","Wholesale trade","41424920","Books and periodicals","42492",46.6
2013,"41","Wholesale trade","41424920","Books and periodicals","42492",45.9
2014,"41","Wholesale trade","41424920","Books and periodicals","42492",43.4
2015,"41","Wholesale trade","41424920","Books and periodicals","42492",40.9
2016,"41","Wholesale trade","41424920","Books and periodicals","42492",38.8
1990,"41","Wholesale trade","41424930","Nursery stock and florists' supplies","42493",41.1
1991,"41","Wholesale trade","41424930","Nursery stock and florists' supplies","42493",41.8
1992,"41","Wholesale trade","41424930","Nursery stock and florists' supplies","42493",42.2
1993,"41","Wholesale trade","41424930","Nursery stock and florists' supplies","42493",41.4
1994,"41","Wholesale trade","41424930","Nursery stock and florists' supplies","42493",43.8
1995,"41","Wholesale trade","41424930","Nursery stock and florists' supplies","42493",46.5
1996,"41","Wholesale trade","41424930","Nursery stock and florists' supplies","42493",46.7
1997,"41","Wholesale trade","41424930","Nursery stock and florists' supplies","42493",47.3
1998,"41","Wholesale trade","41424930","Nursery stock and florists' supplies","42493",46.5
1999,"41","Wholesale trade","41424930","Nursery stock and florists' supplies","42493",48.5
2000,"41","Wholesale trade","41424930","Nursery stock and florists' supplies","42493",51.6
2001,"41","Wholesale trade","41424930","Nursery stock and florists' supplies","42493",49.7
2002,"41","Wholesale trade","41424930","Nursery stock and florists' supplies","42493",50
2003,"41","Wholesale trade","41424930","Nursery stock and florists' supplies","42493",51.2
2004,"41","Wholesale trade","41424930","Nursery stock and florists' supplies","42493",52
2005,"41","Wholesale trade","41424930","Nursery stock and florists' supplies","42493",52
2006,"41","Wholesale trade","41424930","Nursery stock and florists' supplies","42493",52.3
2007,"41","Wholesale trade","41424930","Nursery stock and florists' supplies","42493",52.7
2008,"41","Wholesale trade","41424930","Nursery stock and florists' supplies","42493",50.4
2009,"41","Wholesale trade","41424930","Nursery stock and florists' supplies","42493",43.6
2010,"41","Wholesale trade","41424930","Nursery stock and florists' supplies","42493",42
2011,"41","Wholesale trade","41424930","Nursery stock and florists' supplies","42493",41.1
2012,"41","Wholesale trade","41424930","Nursery stock and florists' supplies","42493",41.5
2013,"41","Wholesale trade","41424930","Nursery stock and florists' supplies","42493",41.4
2014,"41","Wholesale trade","41424930","Nursery stock and florists' supplies","42493",40.9
2015,"41","Wholesale trade","41424930","Nursery stock and florists' supplies","42493",42.7
2016,"41","Wholesale trade","41424930","Nursery stock and florists' supplies","42493",44.7
1990,"41","Wholesale trade","41424990","All other nondurable goods wholesalers","42494,5,9",135.3
1991,"41","Wholesale trade","41424990","All other nondurable goods wholesalers","42494,5,9",138.5
1992,"41","Wholesale trade","41424990","All other nondurable goods wholesalers","42494,5,9",140
1993,"41","Wholesale trade","41424990","All other nondurable goods wholesalers","42494,5,9",137.1
1994,"41","Wholesale trade","41424990","All other nondurable goods wholesalers","42494,5,9",141.7
1995,"41","Wholesale trade","41424990","All other nondurable goods wholesalers","42494,5,9",146.7
1996,"41","Wholesale trade","41424990","All other nondurable goods wholesalers","42494,5,9",149
1997,"41","Wholesale trade","41424990","All other nondurable goods wholesalers","42494,5,9",150.5
1998,"41","Wholesale trade","41424990","All other nondurable goods wholesalers","42494,5,9",153.4
1999,"41","Wholesale trade","41424990","All other nondurable goods wholesalers","42494,5,9",153.1
2000,"41","Wholesale trade","41424990","All other nondurable goods wholesalers","42494,5,9",153.3
2001,"41","Wholesale trade","41424990","All other nondurable goods wholesalers","42494,5,9",148
2002,"41","Wholesale trade","41424990","All other nondurable goods wholesalers","42494,5,9",147.9
2003,"41","Wholesale trade","41424990","All other nondurable goods wholesalers","42494,5,9",142.3
2004,"41","Wholesale trade","41424990","All other nondurable goods wholesalers","42494,5,9",142.4
2005,"41","Wholesale trade","41424990","All other nondurable goods wholesalers","42494,5,9",142.2
2006,"41","Wholesale trade","41424990","All other nondurable goods wholesalers","42494,5,9",144.7
2007,"41","Wholesale trade","41424990","All other nondurable goods wholesalers","42494,5,9",145.5
2008,"41","Wholesale trade","41424990","All other nondurable goods wholesalers","42494,5,9",137.3
2009,"41","Wholesale trade","41424990","All other nondurable goods wholesalers","42494,5,9",127.8
2010,"41","Wholesale trade","41424990","All other nondurable goods wholesalers","42494,5,9",123.2
2011,"41","Wholesale trade","41424990","All other nondurable goods wholesalers","42494,5,9",123.9
2012,"41","Wholesale trade","41424990","All other nondurable goods wholesalers","42494,5,9",127.8
2013,"41","Wholesale trade","41424990","All other nondurable goods wholesalers","42494,5,9",128.5
2014,"41","Wholesale trade","41424990","All other nondurable goods wholesalers","42494,5,9",128.6
2015,"41","Wholesale trade","41424990","All other nondurable goods wholesalers","42494,5,9",127.1
2016,"41","Wholesale trade","41424990","All other nondurable goods wholesalers","42494,5,9",122.6
1990,"41","Wholesale trade","41425000","Electronic markets and agents and brokers","425",534.5
1991,"41","Wholesale trade","41425000","Electronic markets and agents and brokers","425",527.4
1992,"41","Wholesale trade","41425000","Electronic markets and agents and brokers","425",519.4
